i,j,x,y
14,20,2.7161858649431196,-3.1136630116412385
14,21,3.026305151905862,-3.5586911842472113
14,22,3.380784431963118,-4.066733077514423
14,23,3.785812202784085,-4.647047059484946
14,24,4.248422093746636,-5.310304304567873
15,0,0.8895969217981812,-0.014975587719618346
15,1,0.8657435759874138,-0.06831567474861738
15,2,0.8536607663785889,-0.12723869953561373
15,3,0.8517830193795414,-0.19064644732754865
15,4,0.859020500531429,-0.2584948505059814
15,5,0.8746608655662312,-0.3313597905284421
15,6,0.8983441054565724,-0.4102025939817917
15,7,0.9300282930275476,-0.49624499609157285
15,8,0.9699492966303829,-0.5909133951558513
15,9,1.018587137839729,-0.6958242672309899
15,10,1.076644395995667,-0.8127930639911207
15,11,1.1450367871032172,-0.9438569741293874
15,12,1.224894221633831,-1.0913068773402699
15,13,1.3175705493622474,-1.2577265410371863
15,14,1.4246606524032255,-1.4460385660834902
15,15,1.5480240598154187,-1.6595573992158599
15,16,1.6898146794864723,-1.9020502378670865
15,17,1.8525165527676701,-2.1778070394599043
15,18,2.038985745776327,-2.491721213986121
15,19,2.2524986101515343,-2.8493829929464347
15,20,2.4968066763714045,-3.2571879869498708
15,21,2.776198370740214,-3.722464132705246
15,22,3.095567541015302,-4.253621172985668
15,23,3.4604883803387008,-4.860328132031599
15,24,3.877295675230318,-5.553726129552175
16,0,0.8659836773957897,-0.017921520192213315
16,1,0.8384664158401195,-0.0745931101799789
16,2,0.8232920792151412,-0.13648095004346472
16,3,0.8185921649417085,-0.20258931303671548
16,4,0.822955496391055,-0.273023995747569
16,5,0.8354124713745165,-0.3485089066193103
16,6,0.8554155375227331,-0.4301289866337835
16,7,0.882781276205562,-0.5192058434650972
16,8,0.9176262239791855,-0.617250548342566
16,9,0.9603166710171168,-0.7259574907177407
16,10,1.0114366804059425,-0.8472196279608811
16,11,1.0717719730006359,-0.9831557603926208
16,12,1.142306176062924,-1.1361458193198866
16,13,1.2242265837526805,-1.3088727596849081
16,14,1.318937503253373,-1.504370927424692
16,15,1.4280800278360921,-1.7260814525655392
16,16,1.5535576300558958,-1.9779156474291435
16,17,1.697567342437788,-2.2643277313344385
16,18,1.8626365341182378,-2.590398547378562
16,19,2.0516654293403125,-2.9619323416728203
16,20,2.2679755584666537,-3.3855691931229885
16,21,2.515364277371514,-3.868916373822933
16,22,2.7981653112890306,-4.420702869849736
16,23,3.121314927166637,-5.050962619948551
16,24,3.490422745252489,-5.771253919615439
17,0,0.83764778411292,-0.021346176504215292
17,1,0.8067468947195162,-0.08122029428207966
17,2,0.7889403146346216,-0.1457420603145434
17,3,0.7818844701105451,-0.21412410962007639
17,4,0.7837518997741217,-0.2866879600238482
17,5,0.793288657440508,-0.36433117488955435
17,6,0.8097659678096858,-0.4482639291561308
17,7,0.8328742857290118,-0.5398990101709872
17,8,0.8626249310262014,-0.6408201768056551
17,9,0.8992805536235242,-0.7527870848609615
17,10,0.9433127408450293,-0.8777575321371969
17,11,0.9953798727198503,-1.017919153623879
17,12,1.056319231834488,-1.1757277183731056
17,13,1.1271492851776106,-1.353951337024244
17,14,1.209079616229585,-1.5557208646935325
17,15,1.3035270484533712,-1.7845872903280329
17,16,1.4121371853611482,-2.044587237614065
17,17,1.5368110243989852,-2.3403179956139413
17,18,1.679736568785601,-2.67702381757844
17,19,1.8434255125045977,-3.06069562098021
17,20,2.0307551302631874,-3.4981867369633095
17,21,2.245015466331532,-3.9973480510984056
17,22,2.4899617647504546,-4.56718683102576
17,23,2.7698717790646388,-5.218054868863991
17,24,3.0896070840005687,-5.961873459785445
18,0,0.8036447121734764,-0.025301033269379256
18,1,0.7699667451449994,-0.08812842339296327
18,2,0.7502900662164005,-0.15485507028727466
18,3,0.7415617139894924,-0.22502786306987432
18,4,0.7414467010437371,-0.29924270554045973
18,5,0.7484083642154532,-0.378581056958362
18,6,0.7615677304430881,-0.46436791118383164
18,7,0.780519601631039,-0.5580917631543887
18,8,0.8051924964031312,-0.6613938823065252
18,9,0.8357600738997795,-0.776085229718994
18,10,0.8725901668191748,-0.9041753057136315
18,11,0.9162182435575135,-1.0479076457711984
18,12,0.9673365372804565,-1.2098005567934447
18,13,1.0267936039982497,-1.3926931521296972
18,14,1.0956013086128207,-1.5997973606916946
18,15,1.174947571449368,-1.83475691205271
18,16,1.2662139952642906,-2.1017145438512435
18,17,1.370997961589775,-2.4053889267692723
18,18,1.4911390642517783,-2.7511631017513305
18,19,1.628749904372389,-3.1451866099502674
18,20,1.7862513353380236,-3.5944940085763757
18,21,1.9664122239171917,-4.107143160234194
18,22,2.172393671866309,-4.692377638970035
18,23,2.4077973893308475,-5.360818930095243
18,24,2.676717479111411,-6.124695993772333
19,0,0.762841025846144,-0.029828529226674807
19,1,0.7275036206109221,-0.09519759073858544
19,2,0.7071267592811027,-0.16359192495090072
19,3,0.6976511201101324,-0.2350287262673822
19,4,0.69618915503019,-0.3104135061160876
19,5,0.700981463654953,-0.3909979401668217
19,6,0.7110652764253871,-0.4781977663883978
